conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1910217358196474056,Thu Apr 10 06:24:44 +0000 2025,0,Bayangkan orang yang temperamental dan cenderung melakukan kekerasan ketika marah akhirnya bilang : Saya rasa saya tidak cocok punya anak jadi saya akan childfree saja Bukannya itu bagus?,1910217362772545616,,haltetendean,in,,0,1,0,https://x.com/haltetendean/status/1910217362772545616,2438305316,haltetendean
1910217358196474056,Thu Apr 10 06:24:42 +0000 2025,6,Liberal tidak pernah ada urusan dengan oh anak harus sedikit! Oh harus childfree! Tapi liberal menekankan pada kebebasan individu mengambil keputusan yang terbaik dan paling cocok dengan keadaan dirinya sendiri. Bukankah itu hal yang baik?,1910217358196474056,,,in,,0,1,0,https://x.com/haltetendean/status/1910217358196474056,2438305316,haltetendean
1910216592899571865,Thu Apr 10 06:21:40 +0000 2025,0,Udah gwe bilang gwe childfree tetep aja gwe yg paling diikutin tuh Cian para force birthers mitosnya rontok satu demi satu,1910216592899571865,,,in,,0,0,0,https://x.com/wailanda/status/1910216592899571865,1817142053110956032,wailanda
1910143392077803727,Thu Apr 10 06:21:02 +0000 2025,12,@Apeeeeep @karimnas_ Sebelum konekting liberal-childfree-LGBTQ riset dulu angka TFR di negara2 relijius yg GDP per kapitanya di atas Indonesia. Semua mengalami masalah yg sama. Maju Religius Liberal atau Komunis sama aja. Faktor utama ekonomi individualis isu lingkungan. https://t.co/i7hqKktyzy,1910216433235341621,https://pbs.twimg.com/media/GoJzMASakAAWw8e.png,Apeeeeep,in,JakUt,0,1,0,https://x.com/SkeptisU/status/1910216433235341621,1630426813317906436,SkeptisU
1910212284854792315,Thu Apr 10 06:04:33 +0000 2025,0,mau ak childfree jg,1910212284854792315,,,in,,0,0,0,https://x.com/akiranamanya/status/1910212284854792315,1885741087261945856,akiranamanya
1909943189290602970,Thu Apr 10 05:41:01 +0000 2025,0,@Incelesque @tanyarlfes Gw sama laki gw childfree,1910206361901883780,,Incelesque,in,United Kingdom,0,0,0,https://x.com/_itsobvious_/status/1910206361901883780,1745188944378290176,_itsobvious_
1910143392077803727,Thu Apr 10 04:55:00 +0000 2025,24,@Apeeeeep @karimnas_ damn bro lu pikir yang lgbt sama childfree sekolah nya ga pada tinggi tinggi? mereka childfree for a reason entah karna belum siap atau emang ga yakin bisa besarin anak karna trauma nya sebagai anak. be wise lagi ya,1910194781751521563,,Apeeeeep,in,,0,0,0,https://x.com/apphetite/status/1910194781751521563,1735384088763351043,apphetite
1910193987891397034,Thu Apr 10 04:51:51 +0000 2025,0,Mau soalnya gua juga childfree.,1910193987891397034,,,in,,0,0,0,https://x.com/sourylife/status/1910193987891397034,1803066674507059201,sourylife
1910165293625954463,Thu Apr 10 04:06:52 +0000 2025,0,@menkujii Kadang aku ngrasa keberatan juga dengan kas divisi &amp; departemen (ada 2 tiap bulan masing2 50k levelku) ternyata managerku yg gajinya 3x aku aja keberatan padahal iurannya 2x aku ketika beliau double income dan childfree. Tapi ya banyak kepakainya buat maem2 bareng sih,1910182667246862767,,menkujii,in,,0,0,0,https://x.com/eriNaat/status/1910182667246862767,83805250,eriNaat
1910139467584745911,Thu Apr 10 04:06:29 +0000 2025,0,@pemudainfidel @tanyakanrl aku kan mau childfree,1910182572300341371,,pemudainfidel,in,fragile,0,1,0,https://x.com/gaadadua/status/1910182572300341371,509977418,gaadadua
1910181354144407589,Thu Apr 10 04:01:38 +0000 2025,0,dulu pas masih sekolah suka mikir nanti kalo udah nikah pengen punya anak kembar sekarang pas udah dewasa dan ngerti keadaan negara yang sejelek ini malah jadi mikir pengen childfree aja ,1910181354144407589,,,in,cloud,0,0,0,https://x.com/noviaamaranti/status/1910181354144407589,2217004753,noviaamaranti
1910179719984906351,Thu Apr 10 04:01:23 +0000 2025,0,@zt000tz @hannnybunnyyy Incels pula mengamuk siap tanya mufti haram childfree ni ,1910181290185482574,,zt000tz,in,"Subang Jaya, Selangor",0,1,0,https://x.com/AzfarZA/status/1910181290185482574,209623896,AzfarZA
1910177544361721864,Thu Apr 10 03:46:30 +0000 2025,30,orang lain childfree org lain yang koyak,1910177544361721864,,,in,,0,1,6,https://x.com/Shadowhisperer_/status/1910177544361721864,910814533492498434,Shadowhisperer_
1910172343496032494,Thu Apr 10 03:25:50 +0000 2025,0,Gas kalo: - history sebagai anak yg mengurus rumah dengan baik terjamin - pernah kerja (!!!!) - gajiku 30jt ke atas dan pekerjaanku terjamin - setuju childfree pastinya,1910172343496032494,,,in,anxiouss saat office hour sj ★,0,0,1,https://x.com/eskrimcheese/status/1910172343496032494,1417133552357892096,eskrimcheese
1910170551790014898,Thu Apr 10 03:18:43 +0000 2025,0,Dengan keadaan macam ni still lagi org bergaduh psl stem girls childfree pastu dengan zina berleluasa ( dr yg kanak2 ke adult) Tiada satu umat pun yang mana kejahatan zina dalam kalangan mereka tersebar luas melainkan umat itu tetap akan menuju ke arah. https://t.co/UDQqdz6HN0,1910170551790014898,https://pbs.twimg.com/media/GoJJ_UxaEAAkIHM.jpg,,in,,0,0,0,https://x.com/dilokakirana/status/1910170551790014898,1513391584267898880,dilokakirana
1910143392077803727,Thu Apr 10 02:51:20 +0000 2025,7,@karimnas_ Hmm maju kemana dulu? Liberal dengen kecenderungan anak sedikit dan childfree atau LGBTQ bukan prospek cerah secara keekonomian jangka panjang dibandingkan relijius yang family dan child oriented dan sekolahkan anak2nya sampai tinggi.,1910163662314357047,,karimnas_,in,,2,9,0,https://x.com/Apeeeeep/status/1910163662314357047,120051248,Apeeeeep
1910157448964637077,Thu Apr 10 02:26:39 +0000 2025,0,Menyatakan diri sendiri childfree sampai oknum bernama xavier/seiya/shen xinghui turun ke bumi,1910157448964637077,,,in,somewhere,0,0,0,https://x.com/mner_o002/status/1910157448964637077,985324516359286784,mner_o002
1909987839389151312,Thu Apr 10 02:13:14 +0000 2025,0,@dielazhaza @sabrinongs i wish semua orang memahami ini :) kalo bilang mau childfree ntar dikutuk society hahahah,1910154070679244828,,dielazhaza,in,Indonesia,0,1,0,https://x.com/zzzarathustraaa/status/1910154070679244828,104431013,zzzarathustraaa
1909455338434445817,Thu Apr 10 02:07:17 +0000 2025,0,@postsbyfar dan banyak orang bermindset kalau nanti anaknya mau dikasih makan apa? or nanti ga mau punya anak/childfree padahal kalau memang bener-bener blm mampu nikah masih gapapa tp puasa sedangkan mereka mampu tp gamau nikah. anak pasti ada rezekinya tergantung niat ortu sendiri.,1910152573417660540,,postsbyfar,in,,0,0,0,https://x.com/abdulmaliksuud/status/1910152573417660540,1434462084037689345,abdulmaliksuud
1910151403059974401,Thu Apr 10 02:02:38 +0000 2025,0,poin yg terlewat jg adalah banyak yg pengen childfree bukan karna semata mikirin dirinya sendiri. tapi jg mikir anaknya. aku pas lagi ngelewatin masa2 sulit mikir kasian ga sih aku nanti ngelahirin anak ke dunia nyuruh mereka hidup padahal hidup ini tuh susah ,1910151403059974401,,,in,,0,1,0,https://x.com/barebeige/status/1910151403059974401,1240617813842116609,barebeige
1910122403008774500,Thu Apr 10 01:51:15 +0000 2025,0,@namazu_sensei @SoundOfYogi Menuju indonesia childfree,1910148538723684679,,namazu_sensei,in,"Munich, Bavaria",0,0,0,https://x.com/DediiAjii/status/1910148538723684679,309479273,DediiAjii
1910138155027910672,Thu Apr 10 01:09:59 +0000 2025,0,ak mlah mwunya childfree,1910138155027910672,,,in,enfp,0,1,0,https://x.com/meowpuchino/status/1910138155027910672,1887330210431049730,meowpuchino
1910134776071360605,Thu Apr 10 00:56:33 +0000 2025,0,orang aku maunya childfree,1910134776071360605,,,in,professional yapper. ,0,0,0,https://x.com/flamesngo/status/1910134776071360605,1879047804368437248,flamesngo
1910134029183291407,Thu Apr 10 00:53:35 +0000 2025,12,Saya sokong kalau childfree ni jika laki jenis tak tanggung jawab perangai hampeh.Elokla takde anak. macam ade sorg ni anak sampai 4 berhimpit rapat usia laki jenis pemalas nak mampus keje.Kesian bini lah merentan cari duit sara anak. Ni memg elok tak yah gatai ade anak!,1910134029183291407,,,in,Selangor KL seluruh Malaysia,0,0,3,https://x.com/Disinishoppee/status/1910134029183291407,1741605907744931840,Disinishoppee
1910133958597362014,Thu Apr 10 00:53:18 +0000 2025,0,sedari kecil ingin childfree️,1910133958597362014,,,in,,0,0,0,https://x.com/tarotarociki/status/1910133958597362014,1580813418541391872,tarotarociki
1910092547319632150,Thu Apr 10 00:41:25 +0000 2025,5,@pdembeli Kasus gini bikin gw respect sama orng2 yg Childfree,1910130966770917656,,24xJam,in,,0,0,0,https://x.com/irhan_my/status/1910130966770917656,1667762717770534912,irhan_my
1910116166544290123,Wed Apr 09 23:42:37 +0000 2025,19,Keyword without any solid reason part tu no one knows. sbb bab niat ni dah jadi kerja Tuhan. Kita sebagai manusia ni kena husnuzon dgn org lain. Yang i nampak kawan i go childfree sbb dia tkde mental capacity yg cukup utk ada anak. So obviously tk termasuk point ke 3.,1910116166544290123,,,in,,0,3,3,https://x.com/Liyanabright/status/1910116166544290123,142711721,Liyanabright
1909900373759865201,Wed Apr 09 23:31:14 +0000 2025,1,@basebuku Kalo pengen childfree dan parent issue masih worth gak buat dibaca? Gue pengen baca deh ,1910113302539296988,,basebuku,in,Indonesia,0,0,0,https://x.com/Spinaischiadica/status/1910113302539296988,1527834469024968704,Spinaischiadica
1909639872387989995,Wed Apr 09 22:14:38 +0000 2025,4,@butchbait707 Gue chindo childfree juga 31 y.o non muslim. Tapi sayang bgt gue cewek wkwkw kl gue male udah maju paling depan,1910094025220313347,,butchbait707,in,,0,0,0,https://x.com/ManRabbuKa_/status/1910094025220313347,1168770904404287489,ManRabbuKa_
1909991479218692451,Wed Apr 09 21:44:36 +0000 2025,0,@mecflari enak nya childfree bisa menikmati hari cuma berduaan ,1910086468770619875,,mecflari,in,,0,0,0,https://x.com/jengkolhmbar/status/1910086468770619875,1755068714708602880,jengkolhmbar
1910076243900588531,Wed Apr 09 21:03:58 +0000 2025,0, Anak-anak perlu tempat tetap untuk bertumbuh adalah benar makannya mulai banyak gen z yg berpikir untuk childfree karena possibility-nya kecil bgt buat generasi kita kebeli rumah yg paling mungkin ya cuma dari warisan ortu,1910076243900588531,,,in,,0,0,0,https://x.com/aliyaashf/status/1910076243900588531,373848232,aliyaashf
1910041939875074462,Wed Apr 09 18:47:39 +0000 2025,1,MAUUU BANGET. Malah bakal sepahaman soal ini. Aaaaa kek? Aku mikir apa ada ya cowok yang bisa memahami soal keinginan childfreeku ini ya? Jujur khawatir. Tapi kalau udah aku jelasin kenapa alasanku pengen childfree pasti cowokku akan paham.,1910041939875074462,,,in,North Korea,0,0,0,https://x.com/coudiee/status/1910041939875074462,1849851318221115392,coudiee
1910038457826828304,Wed Apr 09 18:33:49 +0000 2025,0,Saat ini malah mau childfree.,1910038457826828304,,,in,North Korea,0,0,0,https://x.com/coudiee/status/1910038457826828304,1849851318221115392,coudiee
1910037580839805060,Wed Apr 09 18:30:20 +0000 2025,0,Jarak childfree. Karena berkaca sama hidup aku sendiri saat aku dan suami ingin memutuskan untuk punya anak semua dipastikan keuangan kita udah settle. Hidup berdua cukup gak? Kalau nambah 1 lagi apa masih cukup gak? Karena apa? Itu yang akan menjamin kita bisa -,1910037580839805060,,,in,North Korea,0,1,0,https://x.com/coudiee/status/1910037580839805060,1849851318221115392,coudiee
1909205291260084516,Wed Apr 09 17:51:24 +0000 2025,0,@disyarinda Aku salah satu yg memilih untuk childfree dan bahkan ga mau menikah hehehe Alasannya takut ga sanggup dan ga berani ambil resiko juga ,1910027780496191810,,disyarinda,in,Indonesia,0,0,0,https://x.com/essassessa/status/1910027780496191810,1250257255867404288,essassessa
1910018557242662947,Wed Apr 09 17:14:45 +0000 2025,0,Capek ngomong sama orang yang ngerasa jalan dia udah benerrr banget. Bro ingin childfree.. kek Jirr?? Tolol khhh?? Kok ada yh makhluk yg konsisten melakukan hal diluar nalar?? Lo manusia ajg bukan lorddd,1910018557242662947,,,in,"Chicago, IL",0,0,0,https://x.com/Nazlsanne/status/1910018557242662947,1799334018082861056,Nazlsanne
1910016717289578857,Wed Apr 09 17:07:26 +0000 2025,0,Maumaumau tapi GABISAGABISAAAA IBUKU GARIS KERAS NOOO CHILDFREE,1910016717289578857,,,in,20↑,0,0,0,https://x.com/calebbantul/status/1910016717289578857,829556464393916416,calebbantul
1910013636015448180,Wed Apr 09 16:55:11 +0000 2025,0,Idaman. Krn aku pun maunya gitu hahaha. Sbnrnya 70% pgn childfree tp pgn punya keturunan juga sih krn keluargaku sedikit hahaha.,1910013636015448180,,,in,,0,0,0,https://x.com/keningberseri/status/1910013636015448180,1901579667892834304,keningberseri
1910012078741659877,Wed Apr 09 16:49:00 +0000 2025,2,well basically we don't have any right to judge someone's decisions. tp jujur gue lbh respect sama org2 yg dgn sadar pilih childfree drpd punya anak asal punya aja tanpa sadar akan kemampuan (finansial + mental + kesabaran). krn salah2 malah jd trauma atau luka buat si anak.,1910012078741659877,,,in,Jakarta,0,0,0,https://x.com/XOXOSITY/status/1910012078741659877,1342824025811087360,XOXOSITY
1909428585481617736,Wed Apr 09 16:45:47 +0000 2025,0,@AdiMoeis Thanks ingatkan. Saya dah share jugak screenshot yg ini. Childfree tht I stated does not equate to pemandulan selama2nya nor menggugurkan kandungan. Childfree yg i maksudnya termasuk dlm first hukum harus sbb risau sakit and all. Baca the full thread ya,1910011268490297390,,AdiMoeis,in,,0,1,0,https://x.com/Liyanabright/status/1910011268490297390,142711721,Liyanabright
1909943189290602970,Wed Apr 09 16:45:31 +0000 2025,0,@Incelesque @tanyarlfes Aku sih pengen punya anak jadi kalau bisa ya sama cowo yang mau mengusahakan untuk punya anak. Urusan nanti anaknya dikasih sama Allah atau engga sih belakangan tapi aku rasanya kurang cocok sama yang pengennya childfree,1910011203067515013,,Incelesque,in,,0,0,0,https://x.com/stayinmylight/status/1910011203067515013,1542507794640666628,stayinmylight
1910009869601783860,Wed Apr 09 16:40:13 +0000 2025,0,Yups setuju bab tu. Basically tweet i tu is just a mind your own business tweet. Tkyah sibuk dengan keputusan org yg childfree or childmany. Ahgitchu,1910009869601783860,,,in,,0,0,0,https://x.com/Liyanabright/status/1910009869601783860,142711721,Liyanabright
1909428585481617736,Wed Apr 09 16:34:47 +0000 2025,0,ni dianjurkan nyah. Tapi sbb yg kena hadap seksa beranak tu perempuan sbb tu sibuk je nak bising kalau some ppl decided to go childfree,1910008500870414663,,Liyanabright,in,,0,0,0,https://x.com/Liyanabright/status/1910008500870414663,142711721,Liyanabright
1909428585481617736,Wed Apr 09 16:34:03 +0000 2025,1,Childfree tu sendiri tk haram yg haramnya mandulkan diri n gugurkan anak. Engkorang ni semua benda nk disuap susah lah nyah. Tgok tweet aku seterusnya valid kalau takut or ada any trauma or mental issues. Always the men kecoh padahal engkorang kalau kena beranak mesti childfree,1910008318241956161,,Liyanabright,in,,0,1,0,https://x.com/Liyanabright/status/1910008318241956161,142711721,Liyanabright
1910007304449302635,Wed Apr 09 16:30:02 +0000 2025,0,lebih pingin yang... sama2 yg mau childfree aja,1910007304449302635,,,in,stalker go away hush hush hush,0,0,0,https://x.com/queeniapo/status/1910007304449302635,1367345890524983297,queeniapo
1910005145846628582,Wed Apr 09 16:21:27 +0000 2025,0,gak mesti punya anak ((gw kepikiran childfree)),1910005145846628582,,,in,where you're not supposed to,0,0,0,https://x.com/liesrant/status/1910005145846628582,1591352570143875074,liesrant
1909997690223751475,Wed Apr 09 15:51:50 +0000 2025,0,jujur... pernah... gedenya malah pengen childfree,1909997690223751475,,,in,"p/fa, she, legal",0,0,0,https://x.com/laviolestta/status/1909997690223751475,1308793639586263040,laviolestta
1909997494517535008,Wed Apr 09 15:51:03 +0000 2025,0,lagi makan ber 3 sama adek mama Trs gue nyeletuk mah boleh nggak kk nggak nikah? (Pdhl dalem hati kec sm org di 2019 itu) dengan muka serius blio bilang hus jgn ngomong gitu gue lanjut iseng klo gitu childfree dah Dan blio tidak merespon bro (skrng diriku jadi takodd),1909997494517535008,,,in,,0,0,0,https://x.com/yPiuuuu/status/1909997494517535008,1297541084822663168,yPiuuuu
1909997396781867179,Wed Apr 09 15:50:40 +0000 2025,0,alasan hidup -ngepunk -kerja dan beli printilan lego -masih mau liat konser band inisial f -mau punya baby 2 dinamain liam &amp; jubilee (opsional kalo gajadi childfree),1909997396781867179,,,in,,0,1,0,https://x.com/konnichiwaduh/status/1909997396781867179,2963717184,konnichiwaduh
1909992920033513937,Wed Apr 09 15:45:41 +0000 2025,0,@utarabaruna STOPPP itu usahaku buat bikin kamu tdk childfree,1909996142911525033,,utarabaruna,in,Utara Baruna. ,0,0,0,https://x.com/pusparavis/status/1909996142911525033,2260910154,pusparavis
1909950366658986304,Wed Apr 09 15:27:27 +0000 2025,2,@penatbttrcp Boleh rasa gak yg dia akan twist ayat org yg bertanya tu bagi convoluted answers yg cam tak mengiyakan org yg pilih childfree ni. Something2 anak itu rezeki ke apa maybe ‍,1909991554628153503,,penatbttrcp,in,Kuala Lumpur,0,1,0,https://x.com/muchawesomewow/status/1909991554628153503,1404986018,muchawesomewow
1909909634732663146,Wed Apr 09 10:01:55 +0000 2025,68,Ada yang cakap tak nak anak takpe tapi jangan promote childfree Masalahnya takde orang promote or berkempen. Ada individu sebut dia childfree pun orang tafsir dia tengah buat promosi. Childfree ppl dikecam secara berjemaah ada la sungguh2 guilt trip diorang untuk beranak.,1909909634732663146,,,in,Malaysia,2,0,24,https://x.com/ComicsByVieN/status/1909909634732663146,1121121724714536960,ComicsByVieN
1909907562335699070,Wed Apr 09 09:53:41 +0000 2025,14,Kalo Ari yang hamil gimana kak jo kayanya dia bakal berubah jadi Ari yang sweet banget ga gengsi kaya lucu sampe Selene bingung karna di this is cute tapi aku belum kepikiran soal mereka punya anak dan kemungkinan bakal childfree. tennis terbilang kurang ramah untuk perempu https://t.co/WeTMiEJZoc,1909907562335699070,https://pbs.twimg.com/media/GoFazVJbsAApUci.jpg,,in,"she/her, rps, mdfni, wlw area",0,0,1,https://x.com/jowrote/status/1909907562335699070,1475364956874821633,jowrote
1909428585481617736,Wed Apr 09 09:38:36 +0000 2025,8,Kalau korang nak come to me to talk about hah tu ada haram fr childfree. So does kahwin kan??,1909903762870976538,,Liyanabright,in,,0,1,0,https://x.com/Liyanabright/status/1909903762870976538,142711721,Liyanabright
1909895490650702173,Wed Apr 09 09:05:43 +0000 2025,9,Aku tkde lah nak go childfree nyah. Kalau aku kahwin one day maybe lah I would want to have a kid too kalau ada mental financial and physical capacity yang cukup untuk ada anak dan didik anak. It's an amanah first before being rezeki babee,1909895490650702173,,,in,,0,0,1,https://x.com/Liyanabright/status/1909895490650702173,142711721,Liyanabright
1909895101750620327,Wed Apr 09 09:04:11 +0000 2025,315,Yang decide nak go childfree tu both laki perempuan tiber bawak debate pasal perempuan majority penghuni di neraka,1909895101750620327,,,in,,2,4,99,https://x.com/Liyanabright/status/1909895101750620327,142711721,Liyanabright
1909894405051605202,Wed Apr 09 09:01:24 +0000 2025,0,Disaat gempuran childfree aku jadi merasa bersalah pengen punya anak 3,1909894405051605202,,,in,"Bali, Indonesia",0,0,0,https://x.com/arunikasania/status/1909894405051605202,1775100704304300032,arunikasania
1909428585481617736,Wed Apr 09 09:00:17 +0000 2025,38,Again korang ni nak guna hadith pasal perempuan lebih ramai penghuni neraka.. padahal both laki perempuan yg decide to go childfree childfree ni tk haram cumanya ofcourse ada lah tahap dia from Harus makruh and lastly haram smpai gugurkan segala https://t.co/IZLcdNs5Ed,1909894122552311859,https://pbs.twimg.com/media/GoFOlNKb0AA0qwI.jpg,Liyanabright,in,,1,3,2,https://x.com/Liyanabright/status/1909894122552311859,142711721,Liyanabright
1909829752786911480,Wed Apr 09 08:57:57 +0000 2025,0,@TheFarynaMn ada byk initiative tp agak lama bertahun eg ivf. ada sorng my mutuals yg cmni tp tknk check hosp sbb malas go for long treatment follow up etc. so dorng ok childfree je but if ada rezeki Allah bg Alhamdulillah. faham if cmtu nauzubillah tp tulah kte ni mmg suka husnuzon je ,1909893535115215039,,TheFarynaMn,in,,0,0,0,https://x.com/hzmhshn/status/1909893535115215039,397757826,hzmhshn
1909892982980981077,Wed Apr 09 08:57:40 +0000 2025,37,Again with the most perempuan di neraka dah banyak kali dah hadith tu dinyatakan in full context but they chose to ignore it again... lagi satu dua2 laki perempuan pun decide nak go childfree tiber perempuan je ke masuk neraka skrg ni,1909893464676085990,,Liyanabright,in,,0,1,9,https://x.com/Liyanabright/status/1909893464676085990,142711721,Liyanabright
1909829752786911480,Wed Apr 09 08:51:36 +0000 2025,1,@clonevoneX hahaha faahaam. kalau yg jenis tak suka baby tu mmg kalau anak sendiri je dia akan suka. tapi kalau yg nak childfree sebab anggap anak tu beban etc dia redho tak kalau dia ada anak? dia jaga tak anak dia betul2 nanti. hahaha mcm tk perlu fikir tapi curious je,1909891937710006601,,clonevoneX,in,MAR,0,1,0,https://x.com/TheFarynaMn/status/1909891937710006601,229354273,TheFarynaMn
1909372322949349753,Wed Apr 09 08:39:56 +0000 2025,0,@chipchupy Dan cis yg punya kondisi medis ini juga sering diinvalidasi argumen nya. Gak pernah ngalamin mens/hamil jadi gak boleh ngasih komentar. Jangankan kondisi medis cis yg gak mau hamil &amp; melahirkan aja sering dijulidin. Liat aja tuh kalo ada debat soal childfree.,1909889000795705532,,dikignwn,in,,1,1,0,https://x.com/dikignwn/status/1909889000795705532,469130979,dikignwn
1909888243014774793,Wed Apr 09 08:36:56 +0000 2025,0,soal childfree jg apalagi setelah gitasav dirujak lagi bbrp wkt lalu sama netizen random?? khawatir kl dia kena religious trauma krn apapun yg berkaitan dgn trauma itu menyakitkan you can commit to anything just to avoid the trigger of trauma,1909888245594268131,,ambivertisexist,in,,0,0,0,https://x.com/ambivertisexist/status/1909888245594268131,1346300049819516928,ambivertisexist
1909595334134972748,Wed Apr 09 08:35:09 +0000 2025,34,@wanhelm33 So far i tgk u ada tweet pasal child free tapi pasal bapak bunuh anak takde pulak u cakap apa2. U pun tak buat apa u cakap... Jangan obses dgn orang childfree diorang tak bunuh sapa2,1909887798875992080,,wanhelm33,in,Selangor,0,1,1,https://x.com/Hrznsrd/status/1909887798875992080,84475982,Hrznsrd
1909205291260084516,Wed Apr 09 08:10:06 +0000 2025,13,@disyarinda Betul makannya suka aneh klo ada public figure yg dia declaire mau childfree kok ya dihujat padahal justru dia tau kapabilitas dia bisa jadi ortu yg baik atau ngga aneh sih emang org yg udh aware sama dirinya sendiri tapi netizen yg bitter ckck,1909881491418722772,,disyarinda,in,"Jakarta Barat, DKI Jakarta",0,1,1,https://x.com/Vanny_liana/status/1909881491418722772,71177869,Vanny_liana
1909793414805078397,Wed Apr 09 07:46:50 +0000 2025,0,@tanyakanrl sini sehari aja jadi gua ngurus bocil yang lagi batuk pilek gtm nangis nya lebay padahal cuma dipakein baju abis mandi dll. gua aja kl ga karna kebobolan mau nya childfree tapi ya gpp alhamdulillah gua udah mampu scr finansial gada yang dipusingin. https://t.co/7zpkXgtwyj,1909875637097210233,https://pbs.twimg.com/media/GoE9xClaEAAgkuQ.jpg,tanyakanrl,in,she / her. lets be moots!,0,1,0,https://x.com/ohmyroseanne/status/1909875637097210233,908897318404997120,ohmyroseanne
1909773294326469116,Wed Apr 09 07:26:12 +0000 2025,0,@galaxyboo_ Instead of cari gaduh dgn org childfree ni baiklah bising2 sbb ramai jantan tk guna tak reti nk bagi nafkah kt anak2,1909870445668811196,,galaxyboo_,in,,0,1,0,https://x.com/Liyanabright/status/1909870445668811196,142711721,Liyanabright
1909869992486879266,Wed Apr 09 07:24:24 +0000 2025,0,Kak aku dulu mau childfree. Krn aku anak yg dibedain sm ortuku. Sembuhnya lama itupun sembuh krn circle baruku yg selalu support segala macam hal baik. Takut bgt klo jd ortu nanti mlh nyakitin anak. Mlh bikin anak itu sendiri bkn jd kaya manusia.,1909869992486879266,,,in,,0,0,0,https://x.com/rosesyou1007/status/1909869992486879266,1736011167376744448,rosesyou1007
1909701547870597343,Wed Apr 09 07:08:57 +0000 2025,1,@boredsaurus @tanyakanrl nah kalo dpt laki kyk gni mah ga bkin para perempuan di luar sana mau childfree.. kita juga ga bakal baby blues..,1909866105205932350,,boredsaurus,in,,0,0,0,https://x.com/cilakw/status/1909866105205932350,1421022169530699777,cilakw
1909864752417010118,Wed Apr 09 07:03:35 +0000 2025,0,DENGAN ADA MASALAH GW YG SEKARANG GW SEMAKIN YAKIN UNTUK CHILDFREE !!!,1909864752417010118,,,in,,0,0,0,https://x.com/teasuh797/status/1909864752417010118,1515552334109106179,teasuh797
1909862289584668918,Wed Apr 09 06:53:48 +0000 2025,0,Berarti gak salah dong dulu gue mau childfree? Ternyata bener aja kejadian di kehidupan sekarang anaknya belum lahir aja gak diterima dan diusahain sama bapaknya sendiri ️,1909862289584668918,,,in,,0,0,0,https://x.com/kumkumgendut/status/1909862289584668918,1805540475618869248,kumkumgendut
1909856588548239822,Wed Apr 09 06:31:08 +0000 2025,3,Aku ga childfree aku punya anak 1 . Tpi doa ku cukup satu aja anakku. Aku tumbuh di keluarga miskin adeku 3 apa² yg aku mau ga keturutan bapakku sering mukulin aku. Anakku 1 aja biar aku bs bener² mencukupi segala yg dia mau kehidupannya sekolahnya. Mari ciptakan anak -,1909856588548239822,,,in,"Tangerang, Indonesia",0,1,1,https://x.com/beloveddara/status/1909856588548239822,1379238348,beloveddara
1909829752786911480,Wed Apr 09 06:14:11 +0000 2025,1,@TheFarynaMn rsenya even a women nk childfree if ttbe dpt anak mesti dy akan sayang melainkan dy segila itu utk gugurkan juga. coz its more to financial or different goals? OR mayb dorng mmg dh probs nk dpt anak dr awal and malas going through hassles hence the statement.,1909852322961789157,,TheFarynaMn,in,,0,1,0,https://x.com/hzmhshn/status/1909852322961789157,397757826,hzmhshn
1909841917615259705,Wed Apr 09 05:32:50 +0000 2025,0,Betul anak pembawa rezeki. Tapi kita respect la orang yang nak childfree ni. Dorang ada reason sendiri. Lebih baik kisahkan parents ada anak tapi abuse mentally physically dan segala ly. Yang lalui susah senang besarkan anak tu dorang. Tak semua ada village untuk raise kids.,1909841917615259705,,,in,68000,0,0,0,https://x.com/_sueidris/status/1909841917615259705,222004685,_sueidris
1909841795598762332,Wed Apr 09 05:32:21 +0000 2025,0,aku dan aken tida bisa membuat pet streak memang tujuannya childfree,1909841795598762332,,,in,,0,0,0,https://x.com/tobeliss/status/1909841795598762332,1198151079730401280,tobeliss
1909428585481617736,Wed Apr 09 05:20:18 +0000 2025,4,@donamirhadi @Liyanabright aku tak pernah lagi nampak org promote childfree.,1909838759920836721,,donamirhadi,in,Kuala Lumpur Federal Territory,0,1,0,https://x.com/greenphrogg/status/1909838759920836721,869360151420993536,greenphrogg
1909829752786911480,Wed Apr 09 04:48:15 +0000 2025,1,and aku pun percaya siapa yg nak childfree tak mustahil Allah jentik hati dia sikit untuk tiba-tiba rasa nak mengandung. nothing is impossible sebab hati kita Allah yg pegang bila-bila Allah boleh detikkan rasa tu. so takpayah lah beria marah sangat pun cakap haram ke apa ke,1909830695381532711,,TheFarynaMn,in,MAR,0,1,0,https://x.com/TheFarynaMn/status/1909830695381532711,229354273,TheFarynaMn
1909829752786911480,Wed Apr 09 04:44:30 +0000 2025,0,aku betul curious ni what if orang yg bebetul nak childfree tiba tiba Allah kurniakan anak? Kun fayakun kan. Tiber dia pregnant adakah dia akan gugurkan?,1909829752786911480,,,in,MAR,0,2,0,https://x.com/TheFarynaMn/status/1909829752786911480,229354273,TheFarynaMn
